id,name,size,aui
2428,Other disorders of thyroid,1000,A0271573
2429,Other specified disorders of thyroid,894,A0271585
2430,Non-insulin-dependent diabetes mellitus with peripheral circulatory complications,894,A1012355
2431,Insulin-dependent diabetes mellitus with peripheral circulatory complications,894,A0973438
2432,Other disorders of pancreatic internal secretion,1000,A0271616
2433,Other specified disorders of pancreatic internal secretion,894,A0271626
2434,Other specified disorders of parathyroid gland,894,A0271636
2435,Diseases of thymus,1000,A0918987
2436,Disease of thymus unspecified,894,A0918915
2437,Abscess of thymus,894,A0271650
2438,Adrenomedullary hyperfunction,894,A0859533
2439,Other specified disorders of adrenal gland,894,A0763460
2440,Ovarian dysfunction,1000,A0271674
2441,Ovarian dysfunction unspecified,894,A1036133
2442,Estrogen excess,894,A0696692
2443,Other ovarian dysfunction,894,A0271690
2444,Testicular hyperfunction,894,A0271704
2445,Polyglandular dysfunction,1000,A0271727
2446,Polyglandular dysfunction unspecified,894,A0774664
2447,Other endocrine disorders,1000,A0271732
2448,Retarded development following protein-energy malnutrition,1000,A1070039
2449,Vitamin A deficiency with conjunctival xerosis,894,A0271753
2450,Vitamin A deficiency with Bitot's spot and conjunctival xerosis,894,A0590823
2451,Vitamin A deficiency with corneal xerosis,894,A0271761
2452,Vitamin A deficiency with corneal ulceration and xerosis,894,A0271767
2453,Vitamin A deficiency with keratomalacia,894,A0271772
2454,Vitamin A deficiency with night blindness,894,A0271778
2455,Vitamin A deficiency with xerophthalmic scars of cornea,894,A0271784
2456,Other ocular manifestations of vitamin A deficiency,894,A0271789
2457,Other nutritional deficiencies,1154,A0271801
2458,Other nutritional deficiencies,1000,A0271802
2459,Disorders of urea cycle metabolism,894,A0271818
2460,Polyclonal hypergammaglobulinaemia,894,A0774560
2461,Disorders of mineral metabolism,1000,A0271856
2462,Disorder of mineral metabolism unspecified,894,A0919398
2463,Mixed disorder of acid-base balance,894,A1002808
2464,Obesity and other hyperalimentation,1154,A0271882
2465,Localized adiposity,1000,A0271888
2466,Hypercarotenaemia,894,A0962647
2467,Selective deficiency of immunoglobulin M [IgM],894,A1081346
2468,Iron deficiency anaemia secondary to blood loss (chronic),894,A0976829
2469,Other vitamin B12 deficiency anaemias,894,A1035733
2470,Protein deficiency anaemia,894,A1057824
2471,Other specified hereditary haemolytic anaemias,894,A1033681
2472,Acute posthaemorrhagic anaemia,1000,A0640027
2473,Purpura and other haemorrhagic conditions,1000,A0779984
2474,Secondary thrombocytopenia,894,A0271979
2475,Other diseases of spleen,894,A0272001
2476,Recurrent depressive disorder current episode moderate,894,A1065196
2477,Recurrent depressive disorder current episode severe without psychotic symptoms,894,A1065202
2478,Recurrent depressive disorder current episode severe with psychotic symptoms,894,A1065199
2479,Other neurotic disorders,1000,A0272348
2480,Nonorganic dyspareunia,894,A1012770
2481,Nonorganic sleep disorders,1000,A1012778
2482,Nonorganic sleep disorder unspecified,894,A0753867
2483,Streptococcal meningitis,894,A0272740
2484,Staphylococcal meningitis,894,A0272746
2485,Nonpyogenic meningitis,894,A0272774
2486,Chronic meningitis,894,A0272784
2487,Other extrapyramidal and movement disorders,1000,A1029616
2488,Vascular myelopathies,894,A0272873
2489,Subacute combined degeneration of spinal cord in diseases classified elsewhere,894,A0272878
2490,Other diseases of spinal cord,1000,A0241184
2491,Idiopathic peripheral autonomic neuropathy,894,A0272890
2492,Other demyelinating diseases of central nervous system,1000,A0272898
2493,Flaccid hemiplegia,894,A0272903
2494,Spastic hemiplegia,894,A0272909
2495,Other paralytic syndromes,1000,A0272928
2496,Diplegia of upper limbs,894,A0272933
2497,Monoplegia of lower limb,894,A0272939
2498,Monoplegia of upper limb,894,A0272945
2499,Other specified paralytic syndromes,894,A0272955
2500,Cerebral cysts,894,A0272997
2501,Other disorders of the nervous system,1154,A1029311
2502,Atypical facial pain,894,A0872275
2503,Disorders of other cranial nerves,1000,A0273016
2504,Disorders of multiple cranial nerves,894,A0919619
2505,Other nerve root and plexus disorders,894,A0273039
2506,Other lesions of median nerve,894,A1030464
2507,Lesion of radial nerve,894,A0273055
2508,Lesion of sciatic nerve,894,A0273063
2509,Lesion of plantar nerve,894,A0273077
2510,Hereditary and idiopathic neuropathy unspecified,894,A0958901
2511,Hereditary and idiopathic neuropathy,1000,A0958899
2512,Polyneuropathy in other diseases classified elsewhere,894,A0273106
2513,Drug-induced polyneuropathy,894,A0922636
2514,Polyneuropathy due to other toxic agents,894,A0273118
2515,Degenerated conditions of globe,894,A0273189
2516,Degenerative myopia,894,A0684991
2517,Other degenerative disorders of globe,894,A0273166
2518,Other disorders of globe,894,A0273237
2519,Retinoschisis and retinal cysts,894,A0273266
2520,Serous retinal detachment,894,A0273285
2521,Traction detachment of retina,894,A0273303
2522,Other proliferative retinopathy,894,A0273338
2523,Transient retinal artery occlusion,894,A1106198
2524,Separation of retinal layers,894,A0273360
2525,Hereditary retinal dystrophy,894,A0273400
2526,Focal chorioretinal inflammation,894,A0944674
2527,Disseminated chorioretinal inflammation,894,A0919884
2528,Hereditary choroidal dystrophy,894,A0715914
2529,Choroidal haemorrhage and rupture,894,A0672629
2530,Other disorders of choroid,1000,A0273520
2531,Disorder of iris and ciliary body unspecified,894,A0919366
2532,Acute and subacute iridocyclitis,894,A0273526
2533,Degeneration of iris and ciliary body,894,A0914407
2534,Cyst of iris ciliary body and anterior chamber,894,A0910876
2535,Infantile juvenile and presenile cataract,894,A0968356
2536,Traumatic cataract,894,A0273753
2537,Anisometropia and aniseikonia,894,A0273803
2538,Subjective visual disturbances,894,A0273834
2539,Other disorders of binocular vision,894,A0273853
2540,Blindness and low vision,1000,A0273913
2541,Unqualified visual loss both eyes,894,A0273967
2542,Unqualified visual loss one eye,894,A0274014
2543,Interstitial and deep keratitis,894,A0274083
2544,Corneal scars and opacities,1000,A0274117
2545,Corneal scar and opacity unspecified,894,A0907213
2546,Bullous keratopathy,894,A0274161
2547,Changes in corneal membranes,894,A0894116
2548,Corneal degeneration,894,A0274184
2549,Other corneal deformities,894,A0274230
2550,Other disorders of cornea,1000,A1029226
2551,Acute conjunctivitis unspecified,894,A0639447
2552,Chronic conjunctivitis,894,A0274275
2553,Conjunctival degenerations and deposits,894,A0274325
2554,Conjunctival scars,894,A0274346
2555,Other disorders of conjunctiva,1000,A0274368
2556,Noninfectious dermatoses of eyelid,894,A0274387
2557,Other inflammation of eyelid,1000,A1030211
2558,Other disorders of eyelid,1000,A0274520
2559,Other disorders affecting eyelid function,894,A0274480
2560,Xanthelasma of eyelid,894,A0274498
2561,Dacryoadenitis,894,A0274551
2562,Other disorders of lacrimal gland,894,A0274564
2563,Chronic inflammation of lacrimal passages,894,A0274611
2564,Stenosis and insufficiency of lacrimal passages,894,A0274624
2565,Other changes in lacrimal passages,894,A1028268
2566,Other disorders of lacrimal system,894,A0274664
2567,Acute inflammation of orbit,894,A0274677
2568,Chronic inflammatory disorders of orbit,894,A0274691
2569,Retained (old) foreign body following penetrating wound of orbit,894,A0274768
2570,Other disorders of orbit,894,A0760940
2571,Disorder of visual pathways unspecified,894,A0919523
2572,Other disorders of optic disc,894,A0274812
2573,Disorders of optic chiasm,894,A0274853
2574,Disorders of other visual pathways,894,A0274865
2575,Other and unspecified heterotropia,894,A0274952
2576,Other disorders of binocular movement,1000,A1029203
2577,Other disorders of sclera,894,A0275051
2578,Disorders of vitreous body,1000,A0275077
2579,Disorder of vitreous body unspecified,894,A0919525
2580,Crystalline deposits in vitreous body,894,A0910177
2581,Vitreous prolapse,894,A0275089
2582,Other specified disorders of eye and adnexa,894,A0275148
2583,Diseases of external ear,1154,A0918954
2584,Disorder of external ear unspecified,894,A0919339
2585,Perichondritis of external ear,894,A1045683
2586,Malignant otitis externa,894,A0275181
2587,Cholesteatoma of external ear,894,A0275194
2588,Acquired stenosis of external ear canal,894,A0275210
2589,Other disorders of external ear,1000,A0275226
2590,Acute serous otitis media,894,A0275240
2591,Chronic serous otitis media,894,A0275263
2592,Eustachian salpingitis,894,A0275281
2593,Patulous Eustachian tube,894,A0275296
2594,Other disorders of Eustachian tube,1000,A0275300
2595,Chronic tubotympanic suppurative otitis media,894,A0275313
2596,Chronic atticoantral suppurative otitis media,894,A0275318
2597,Mastoiditis and related conditions,1000,A0275325
2598,Chronic mastoiditis,894,A0275345
2599,Petrositis,894,A0275351
2600,Recurrent cholesteatoma of postmastoidectomy cavity,894,A0275371
2601,Other disorders of tympanic membrane,1000,A0275386
2602,Acute myringitis,894,A0275392
2603,Central perforation of tympanic membrane,894,A0275403
2604,Attic perforation of tympanic membrane,894,A0275408
2605,Other marginal perforations of tympanic membrane,894,A1030601
2606,Other specified disorders of tympanic membrane,894,A0275422
2607,Other disorders of middle ear and mastoid,1000,A0275434
2608,Adhesive middle ear disease,894,A0275454
2609,Other acquired abnormalities of ear ossicles,894,A1027217
2610,Cholesteatoma of middle ear,1000,A0275486
2611,Disorder of middle ear and mastoid unspecified,894,A0919396
2612,Vertigo of central origin,894,A0275522
2613,Labyrinthine fistula,894,A0275547
2614,Labyrinthine dysfunction,894,A0275567
2615,Otosclerosis involving oval window nonobliterative,894,A0275590
2616,Otosclerosis involving oval window obliterative,894,A0275594
2617,Cochlear otosclerosis,894,A0275598
2618,Other disorders of ear,1154,A0275604
2619,Degenerative and vascular disorders of ear,894,A0275611
2620,Noise effects on inner ear,894,A0275620
2621,Other abnormal auditory perceptions,894,A1027077
2622,Otorrhoea,894,A1035942
2623,Mixed conductive and sensorineural hearing loss unspecified,894,A1002798
2624,Acute rheumatic pericarditis,894,A0275692
2625,Acute rheumatic endocarditis,894,A0275698
2626,Acute rheumatic myocarditis,894,A0275704
2627,Other acute rheumatic heart disease,894,A0275710
2628,Rheumatic chorea with heart involvement,894,A0275716
2629,Chronic rheumatic pericarditis,894,A0275725
2630,Rheumatic mitral insufficiency,894,A0275733
2631,Rheumatic aortic stenosis,894,A0275749
2632,Rheumatic aortic insufficiency,894,A0275755
2633,Rheumatic aortic stenosis with insufficiency,894,A0275761
2634,Hypertensive heart disease without (congestive) heart failure,894,A0962856
2635,Hypertensive heart and renal disease,1000,A0275848
2636,Hypertensive heart and renal disease unspecified,894,A0719504
2637,Secondary hypertension,1000,A0275878
2638,Secondary hypertension unspecified,894,A1080707
2639,Acute myocardial infarction,1000,A0275906
2640,Acute myocardial infarction unspecified,894,A0858428
2641,Old myocardial infarction,894,A0275998
2642,Other forms of chronic ischaemic heart disease,894,A0761249
2643,Arteriovenous fistula of pulmonary vessels,894,A0276028
2644,Aneurysm of pulmonary artery,894,A0276034
2645,Acute pericarditis,1000,A0276044
2646,Acute pericarditis unspecified,894,A0639982
2647,Acute nonspecific idiopathic pericarditis,894,A0858473
2648,Acute and subacute endocarditis,1000,A0276058
2649,Acute myocarditis,1000,A0276067
2650,Acute myocarditis unspecified,894,A0639840
2651,Isolated myocarditis,894,A0977212
2652,Other acute myocarditis,894,A0276085
2653,Other specified diseases of pericardium,894,A0276096
2654,Cardiomyopathy in other diseases classified elsewhere,894,A0276110
2655,Trifascicular block,894,A0276141
2656,Other specified conduction disorders,894,A0276147
2657,Atrial fibrillation and flutter,1000,A0276153
2658,Ventricular fibrillation and flutter,894,A0276158
2659,Complications and ill-defined descriptions of heart disease,1000,A0902295
2660,Cardiac septal defect acquired,894,A0669063
2661,Other ill-defined heart diseases,894,A0276173
2662,Occlusion and stenosis of vertebral artery,894,A0276197
2663,Occlusion and stenosis of multiple and bilateral precerebral arteries,894,A0276201
2664,Occlusion and stenosis of unspecified precerebral artery,894,A0276207
2665,Cerebral aneurysm nonruptured,894,A0276217
2666,Nonpyogenic thrombosis of intracranial venous system,894,A1012787
2667,Sequelae of cerebrovascular disease,1000,A1082048
2668,Atherosclerosis of aorta,894,A0276232
2669,Atherosclerosis of renal artery,894,A0276238
2670,Other aneurysm,1000,A0276250
2671,Aneurysm of artery of upper extremity,894,A0276255
2672,Aneurysm of renal artery,894,A0276260
2673,Aneurysm of artery of lower extremity,894,A0276272
2674,Arterial embolism and thrombosis,1000,A0276291
2675,Embolism and thrombosis of iliac artery,894,A0276306
2676,Polyarteritis nodosa and related conditions,1000,A1051340
2677,Other disorders of arteries and arterioles,1000,A0276317
2678,Rupture of artery,894,A0276322
2679,Necrosis of artery,894,A0276331
2680,Other specified disorders of arteries and arterioles,894,A0276338
2681,Disorder of arteries and arterioles unspecified,894,A0919277
2682,Diseases of capillaries,1000,A0688608
2683,Disease of capillaries unspecified,894,A0918872
2684,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,894,A0276362
2685,Portal vein thrombosis,1000,A0276370
2686,Other venous embolism and thrombosis,1000,A0276378
2687,Embolism and thrombosis of vena cava,894,A0276390
2688,Embolism and thrombosis of renal vein,894,A0276394
2689,Embolism and thrombosis of other specified veins,894,A0276398
2690,Varicose veins of lower extremities,1000,A0276403
2691,Varicose veins of lower extremities with both ulcer and inflammation,894,A1116276
2692,Internal thrombosed haemorrhoids,894,A0724332
2693,Internal haemorrhoids with other complications,894,A0724285
2694,External thrombosed haemorrhoids,894,A0698656
2695,External haemorrhoids with other complications,894,A0698624
2696,Unspecified haemorrhoids with other complications,894,A0814125
2697,Residual haemorrhoidal skin tags,894,A1069502
2698,Oesophageal varices with bleeding,894,A0756535
2699,Oesophageal varices in diseases classified elsewhere,894,A0756532
2700,Sublingual varices,894,A0276456
2701,Pelvic varices,894,A0276462
2702,Vulval varices,894,A0276468
2703,Varicose veins of other sites,1000,A0241937
2704,Compression of vein,894,A0276490
2705,Acute maxillary sinusitis,894,A0276496
2706,Acute frontal sinusitis,894,A0276502
2707,Acute ethmoidal sinusitis,894,A0276508
2708,Acute sphenoidal sinusitis,894,A0276514
2709,Other acute sinusitis,894,A0276520
2710,Acute laryngitis and tracheitis,1000,A0276526
2711,Acute laryngotracheitis,894,A0276535
2712,Acute epiglottitis,894,A0276548
2713,Acute laryngopharyngitis,894,A0276560
2714,Other acute upper respiratory infections of multiple sites,894,A0759990
2715,Polypoid sinus degeneration,894,A0276578
2716,Other polyp of sinus,894,A0276584
2717,Chronic pharyngitis,894,A0276593
2718,Chronic nasopharyngitis,894,A0276599
2719,Chronic pansinusitis,894,A0542118
2720,Chronic disease of tonsils and adenoids unspecified,894,A0896100
2721,Chronic diseases of tonsils and adenoids,1000,A0896104
2722,Hypertrophy of tonsils with hypertrophy of adenoids,894,A0962938
2723,Other chronic diseases of tonsils and adenoids,894,A0760454
2724,Chronic laryngitis and laryngotracheitis,1000,A0276628
2725,Chronic laryngitis,894,A0276633
2726,Chronic laryngotracheitis,894,A0276638
2727,Other diseases of upper respiratory tract,1154,A0276649
2728,Other diseases of upper respiratory tract,1000,A0276650
2729,Hypertrophy of nasal turbinates,894,A0276655
2730,Polyp of vocal cord and larynx,894,A1051531
2731,Other diseases of vocal cords,894,A0276685
2732,Other bacterial pneumonia,894,A0276702
2733,Pneumonia due to Pseudomonas,894,A0276714
2734,Pneumonia due to Streptococcus pneumoniae,1000,A1049942
2735,Pulmonary anthrax,894,A0239889
2736,Influenza and pneumonia,1154,A1411637
2737,Simple chronic bronchitis,894,A0276746
2738,Mucopurulent chronic bronchitis,894,A0276752
2739,Nonallergic asthma,894,A1012504
2740,Maltworker's lung,894,A0996740
2741,Mushroom-worker's lung,894,A1007063
2742,Maple-bark-stripper's lung,894,A0997146
2743,Air-conditioner and humidifier lung,894,A0641732
2744,Acute pulmonary oedema due to chemicals gases fumes and vapours,894,A0858570
2745,Pneumonitis due to solids and liquids,1000,A0276819
2746,Pneumonitis due to other solids and liquids,894,A0276823
2747,Acute pulmonary manifestations due to radiation,894,A0276829
